dataset,query_uniprot_id,unique_targets_count,target_ids
solubility_down,Q9DC63,5,"Q91V24, Q80SU7, E9Q3L2, Q8K440, Q5U430"
solubility_down,Q9D6U8,5,"E9Q3L2, Q9JMH9, Q80SU7, Q91V24, O35379"
solubility_down,Q9EP89,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,Q9D379,5,"Q80SU7, E9Q3L2, Q91V24, Q8K440, Q5U430"
solubility_down,Q8K440,5,"Q91V24, E9Q3L2, Q80SU7, Q5U430, O35379"
solubility_down,Q8VD26,5,"Q91V24, E9Q3L2, Q80SU7, Q5U430, Q8K440"
solubility_down,Q8R4U6,5,"Q80SU7, Q91V24, E9Q3L2, Q5U430, Q8K440"
solubility_down,Q99PL6,5,"Q91V24, Q80SU7, E9Q3L2, Q5U430, Q8K440"
solubility_down,Q9CXD6,5,"Q8C3X2, Q80SU7, O08788, Q9JMH9, E9Q3L2"
solubility_down,Q99NB1,5,"Q91V24, E9Q3L2, Q8K440, Q80SU7, Q5U430"
solubility_down,Q91Z40,5,"Q80SU7, E9Q3L2, Q91V24, Q5U430, Q8K440"
solubility_down,Q99JY0,5,"Q91V24, E9Q3L2, Q8K440, Q80SU7, Q5U430"
solubility_down,P10852,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,P12787,5,"E9Q3L2, Q8K440, Q91V24, Q80SU7, Q6A026"
solubility_down,P14427,5,"P01901, Q91V24, E9Q3L2, Q62230, Q80SU7"
solubility_down,P18872,5,"Q80SU7, E9Q3L2, Q91V24, Q8K440, Q5U430"
solubility_down,O88986,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,O54734,5,"Q91V24, Q8K440, E9Q3L2, Q80SU7, Q5U430"
solubility_down,O88673,5,"Q91V24, Q80SU7, E9Q3L2, Q5U430, Q8K440"
solubility_down,P46737,5,"Q80SU7, Q91V24, E9Q3L2, Q5U430, Q8K440"
solubility_down,P21107,5,"P58774, Q8BMK4, P28738, O08788, Q61768"
solubility_down,P21956,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,P12246,5,"Q91V24, Q80SU7, E9Q3L2, Q8K440, Q5U430"
solubility_down,P16460,5,"Q91V24, Q80SU7, E9Q3L2, Q8K440, Q5U430"
solubility_down,P35564,5,"E9Q3L2, Q80SU7, Q91V24, Q8K440, Q5U430"
solubility_down,P35436,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,P42225,5,"Q80SU7, E9Q3L2, Q91V24, Q5U430, Q8K440"
solubility_down,P48771,5,"E9Q3L2, Q91V24, O35379, Q9JMH9, Q80SU7"
solubility_down,A0A075B680,5,"Q62230, Q6PDN3, A0A075B5N3, A0A075B5M7, Q80SU7"
solubility_down,A3KFX0,5,"Q91V24, E9Q3L2, Q80SU7, Q5U430, Q8K440"
solubility_down,D3Z1D3,5,"Q91V24, E9Q3L2, Q80SU7, P14873, Q5U430"
solubility_down,O08917,5,"Q60634, E9Q3L2, Q80SU7, Q91V24, Q9JMH9"
solubility_down,O08547,5,"Q80SU7, E9Q3L2, Q91V24, Q8K440, Q5U430"
solubility_down,O08689,5,"Q80SU7, E9Q3L2, Q91V24, Q8K440, Q5U430"
solubility_down,E9PWI3,5,"Q80SU7, E9Q3L2, Q9JMH9, Q91V24, Q5U430"
solubility_down,Q78PY7,5,"Q91V24, E9Q3L2, Q80SU7, Q5U430, Q8K440"
solubility_down,Q8BH04,5,"Q91V24, E9Q3L2, Q8K440, Q5U430, Q80SU7"
solubility_down,Q640L3,5,"Q80SU7, E9Q3L2, Q9JMH9, Q91V24, Q5U430"
solubility_down,Q64356,5,"Q9JMH9, Q80SU7, Q8K440, E9Q3L2, O35379"
solubility_down,Q6PDN3,5,"Q91V24, Q80SU7, Q62230, E9Q3L2, Q5U430"
solubility_down,Q6A026,5,"E9Q3L2, Q80SU7, Q91V24, Q5U430, Q8K440"
solubility_down,Q69ZS7,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,Q7TT37,5,"Q91V24, Q80SU7, E9Q3L2, Q5U430, Q8K440"
solubility_down,Q6Y7W8,5,"Q80SU7, Q9JMH9, Q91V24, E9Q3L2, Q5U430"
solubility_down,Q8BTI9,5,"E9Q3L2, Q91V24, Q80SU7, Q5U430, Q8K440"
solubility_down,Q8BMS1,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,Q60634,5,"O08917, Q80SU7, Q91V24, E9Q3L2, Q9JMH9"
solubility_down,Q60930,5,"Q60931, Q5U458, Q62230, Q61703, Q91V24"
solubility_down,Q64669,5,"Q91V24, Q80SU7, E9Q3L2, Q8K440, Q5U430"
solubility_down,Q6P1B1,5,"Q91V24, E9Q3L2, Q80SU7, Q5U430, Q8K440"
solubility_down,Q3UMF0,5,"E9Q3L2, Q91V24, Q80SU7, Q8K440, Q5U430"
solubility_down,Q3U5Q7,5,"Q91V24, E9Q3L2, Q5U430, Q80SU7, Q8K440"
solubility_down,Q3THG9,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,Q08093,5,"E9Q3L2, Q91V24, Q80SU7, Q8K440, Q5U430"
solubility_down,Q01853,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,P54071,5,"Q91V24, Q80SU7, E9Q3L2, Q8K440, Q5U430"
solubility_down,P70698,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,Q01149,5,"P11087, Q61245, Q91V24, E9Q3L2, Q5U430"
solubility_down,P58774,5,"P21107, Q8BMK4, P28738, O08788, Q61768"
solubility_down,P56716,5,"E9Q3L2, Q91V24, Q80SU7, Q5U430, Q8K440"
solubility_down,Q9JLQ0,5,"Q80SU7, E9Q3L2, Q5U430, Q91V24, Q9JMH9"
solubility_down,Q9JMH9,5,"Q91V24, Q80SU7, E9Q3L2, Q5U430, Q8K440"
solubility_down,Q8C052,5,"Q91V24, P14873, E9Q3L2, Q5U430, Q8K440"
solubility_down,Q61830,5,"Q80SU7, Q91V24, E9Q3L2, Q5U430, Q8K440"
solubility_down,Q61703,5,"Q80SU7, Q91V24, E9Q3L2, Q8K440, Q5U430"
solubility_down,Q8VCW8,5,"Q91V24, E9Q3L2, Q80SU7, Q5U430, Q8K440"
solubility_down,Q91X78,5,"Q8BFZ9, Q80SU7, E9Q3L2, Q91V24, Q5U430"
solubility_down,Q8K2I3,5,"Q91V24, E9Q3L2, Q5U430, Q80SU7, Q8K440"
solubility_down,Q91WC3,5,"Q91V24, E9Q3L2, Q80SU7, Q5U430, Q8K440"
solubility_down,Q91W29,5,"P19783, Q80SU7, E9Q3L2, Q91V24, Q5U430"
solubility_down,Q8C3X2,5,"Q9CXD6, Q8BMK4, Q80SU7, Q61768, P28738"
solubility_down,Q8K009,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,Q8K2T1,5,"Q91V24, E9Q3L2, Q80SU7, Q8K440, Q5U430"
solubility_down,Q8C7X2,5,"Q91V24, Q80SU7, E9Q3L2, Q8K440, Q5U430"
solubility_down,Q8BYJ6,5,"Q91V24, Q80SU7, E9Q3L2, Q5U430, Q8K440"
solubility_down,D3Z4S3,4,"Q80SU7, Q91V24, E9Q3L2, Q5U430"
solubility_down,P56391,4,"E9Q3L2, Q80SU7, O35379, Q5U430"
solubility_down,Q60823,4,"P31750, Q91V24, Q80SU7, E9Q3L2"
solubility_down,Q91VC9,4,"Q91V24, E9Q3L2, O35379, Q8K440"
solubility_down,Q91X72,4,"Q91V24, E9Q3L2, Q5U430, Q80SU7"
solubility_down,Q8R4R6,4,"Q91V24, E9Q3L2, Q80SU7, Q5U430"
solubility_down,Q8BZ71,4,"Q80SU7, Q91V24, E9Q3L2, Q5U430"
solubility_down,Q8K0V4,4,"Q80SU7, E9Q3L2, Q91V24, Q5U430"
solubility_down,Q6PGC9,4,"Q80SU7, E9Q3L2, Q5U430, Q91V24"
solubility_down,E9Q3L2,4,"Q91V24, Q80SU7, Q5U430, Q8K440"
solubility_down,P35441,4,"Q91V24, Q80SU7, E9Q3L2, Q5U430"
solubility_down,P31750,4,"Q60823, Q80SU7, Q91V24, E9Q3L2"
solubility_down,P19536,4,"Q91V24, Q5U430, E9Q3L2, Q80SU7"
solubility_down,P11087,4,"Q01149, Q61245, Q91V24, E9Q3L2"
solubility_down,P16015,4,"Q91V24, Q80SU7, E9Q3L2, Q5U430"
solubility_down,P17563,4,"Q91V24, E9Q3L2, Q80SU7, Q5U430"
solubility_down,Q3TC33,4,"Q80SU7, E9Q3L2, Q9JMH9, Q91V24"
solubility_down,Q9QXC1,4,"Q91V24, E9Q3L2, Q5U430, Q80SU7"
solubility_down,Q9D3P8,4,"E9Q3L2, Q80SU7, O35379, Q9JMH9"
solubility_down,Q9DBR7,4,"E9Q3L2, Q80SU7, Q91V24, Q9JMH9"
solubility_down,Q9CPQ1,4,"Q91V24, E9Q3L2, O35379, Q3UVL4"
solubility_down,Q91V24,4,"Q8K440, E9Q3L2, Q5U430, Q80SU7"
solubility_down,Q62230,4,"Q91V24, E9Q3L2, Q5U430, Q8K440"
solubility_down,Q7TPW1,4,"Q80SU7, Q6PDN3, Q9JMH9, E9Q3L2"
solubility_down,Q14B01,4,"E9Q3L2, Q80SU7, Q5U430, Q91V24"
solubility_down,Q61245,4,"Q91V24, E9Q3L2, Q80SU7, Q5U430"
solubility_down,Q5U458,4,"Q91V24, Q80SU7, E9Q3L2, Q8K440"
solubility_down,Q5U430,4,"Q91V24, E9Q3L2, Q80SU7, Q8K440"
solubility_down,Q80SU7,4,"E9Q3L2, Q91V24, Q5U430, Q8K440"
solubility_down,Q6PD31,4,"Q9JMH9, Q80SU7, E9Q3L2, Q91V24"
solubility_down,O35206,3,"Q91V24, E9Q3L2, Q5U430"
solubility_down,P01863,3,"P01867, Q62230, Q91V24"
solubility_down,P01592,3,"Q91V24, Q5U430, Q80SU7"
solubility_down,Q99KJ8,3,"Q80SU7, Q9JMH9, E9Q3L2"
solubility_down,Q91VN4,3,"Q9JMH9, E9Q3L2, Q80SU7"
solubility_down,Q9WTR5,3,"Q91V24, Q80SU7, E9Q3L2"
solubility_down,Q6IRU5,3,"E9Q3L2, Q9JMH9, O08788"
solubility_down,Q3URD3,3,"Q80SU7, E9Q3L2, Q9JMH9"
solubility_down,Q61334,3,"E9Q3L2, Q80SU7, O35379"
solubility_down,Q61599,3,"Q80SU7, Q91V24, E9Q3L2"
solubility_down,O89086,2,"P60824, Q91V24"
solubility_down,Q8BMK4,2,"Q9JMH9, O08788"
solubility_down,O89053,2,"Q91V24, E9Q3L2"
solubility_down,O70439,2,"Q80SU7, E9Q3L2"
solubility_down,P09813,2,"O08788, Q9JMH9"
solubility_down,P60824,2,"O89086, Q91V24"
solubility_down,P97314,2,"Q5U430, Q61830"
solubility_down,Q8CCT4,2,"Q9JMH9, Q80SU7"
solubility_down,P35288,0,
